timestamp,transformer_id,load_percentage,oil_temperature_c,winding_temperature_c,vibration_mm_s,dissolved_hydrogen_ppm,dissolved_acetylene_ppm,iso_forest_pred,anomaly_score,anomaly_flag
2026-06-11 02:00:00,TX-ALPHA-01,80.74,39.3,54.0,2.532,13.06,0.65,0,0.1475,0
2026-06-11 03:00:00,TX-ALPHA-01,74.35,37.42,49.82,2.491,11.86,2.06,0,0.0971,0
2026-06-11 04:00:00,TX-ALPHA-01,62.05,36.17,44.7,2.125,10.16,1.49,0,0.1861,0
2026-06-11 05:00:00,TX-ALPHA-01,56.29,46.98,54.96,2.33,51.79,3.49,0,0.1923,0
2026-06-11 06:00:00,TX-ALPHA-01,51.56,35.76,43.82,1.819,16.68,1.57,0,0.3113,0
2026-06-11 07:00:00,TX-ALPHA-01,54.6,43.93,53.47,2.17,13.75,1.52,0,0.1115,0
2026-06-11 08:00:00,TX-ALPHA-01,59.7,46.5,53.59,2.143,12.64,3.04,0,0.1074,0
2026-06-11 09:00:00,TX-ALPHA-01,64.67,48.08,58.74,2.238,22.0,1.63,0,0.0085,0
2026-06-11 10:00:00,TX-ALPHA-01,70.91,49.78,61.83,2.517,17.54,0.34,0,0.017,0
2026-06-11 11:00:00,TX-ALPHA-01,77.16,53.77,68.56,2.538,50.84,1.01,0,0.1202,0
2026-06-11 12:00:00,TX-ALPHA-01,86.53,58.42,76.0,2.708,21.66,0.65,0,0.278,0
2026-06-11 13:00:00,TX-ALPHA-01,76.43,57.97,71.97,2.559,14.76,3.27,0,0.2397,0
2026-06-11 14:00:00,TX-ALPHA-01,78.87,61.1,75.34,2.791,79.58,0.94,0,0.2488,0
2026-06-11 15:00:00,TX-ALPHA-01,62.89,56.2,66.29,2.264,18.12,2.03,0,0.1272,0
2026-06-11 16:00:00,TX-ALPHA-01,67.87,55.73,67.35,2.57,10.78,0.88,0,0.0774,0
2026-06-11 17:00:00,TX-ALPHA-01,56.8,53.49,62.68,2.208,21.79,1.19,0,0.0732,0
2026-06-11 18:00:00,TX-ALPHA-01,46.49,49.51,55.22,1.894,35.5,0.28,1,0.4252,0
2026-06-11 19:00:00,TX-ALPHA-01,53.57,48.34,57.07,1.69,12.64,1.51,0,0.1444,0
2026-06-11 20:00:00,TX-ALPHA-01,58.47,47.83,57.0,2.169,27.92,1.02,0,0.0874,0
2026-06-11 21:00:00,TX-ALPHA-01,69.94,42.59,55.44,2.654,36.09,0.34,0,0.0389,0
2026-06-11 22:00:00,TX-ALPHA-01,77.32,45.21,61.98,2.468,17.94,0.52,0,0.0744,0
2026-06-11 23:00:00,TX-ALPHA-01,80.5,44.95,60.98,2.57,11.63,3.3,0,0.2271,0
2026-06-12 00:00:00,TX-ALPHA-01,75.29,45.1,57.32,2.45,31.95,1.14,0,0.1373,0
2026-06-12 01:00:00,TX-ALPHA-01,81.17,38.49,53.94,2.768,19.39,0.27,0,0.2036,0
2026-06-12 02:00:00,TX-ALPHA-01,81.4,39.23,55.14,2.853,22.45,0.26,0,0.216,0
2026-06-12 03:00:00,TX-ALPHA-01,66.54,38.4,51.7,2.447,44.58,1.1,0,0.1109,0
2026-06-12 04:00:00,TX-ALPHA-01,58.4,38.46,46.81,2.486,26.41,0.54,0,0.1326,0
2026-06-12 05:00:00,TX-ALPHA-01,57.82,40.29,48.09,2.089,10.19,1.72,0,0.1436,0
2026-06-12 06:00:00,TX-ALPHA-01,55.12,42.87,50.97,2.15,15.67,0.36,0,0.1878,0
2026-06-12 07:00:00,TX-ALPHA-01,57.04,43.75,53.86,2.455,15.68,1.0,0,0.0557,0
2026-06-12 08:00:00,TX-ALPHA-01,65.5,46.61,56.53,2.469,10.39,0.67,0,0.019,0
2026-06-12 09:00:00,TX-ALPHA-01,66.54,48.11,60.68,6.805,13.99,1.57,0,0.3564,1
2026-06-12 10:00:00,TX-ALPHA-01,78.11,59.08,74.26,2.572,21.32,2.26,0,0.1245,0
2026-06-12 11:00:00,TX-ALPHA-01,79.07,56.02,70.38,2.832,23.0,1.55,0,0.1269,0
2026-06-12 12:00:00,TX-ALPHA-01,79.99,61.48,74.51,2.453,19.12,1.25,0,0.1131,0
2026-06-12 13:00:00,TX-ALPHA-01,75.26,59.72,74.08,2.369,10.58,1.16,0,0.0844,0
2026-06-12 14:00:00,TX-ALPHA-01,72.7,54.8,68.8,2.847,12.41,1.89,0,0.1237,0
2026-06-12 15:00:00,TX-ALPHA-01,61.33,49.72,59.1,2.102,33.51,0.56,0,0.3125,0
2026-06-12 16:00:00,TX-ALPHA-01,65.96,76.86,96.5,2.289,24.43,1.86,1,0.5501,1
2026-06-12 17:00:00,TX-ALPHA-01,52.4,51.4,58.94,2.305,13.66,0.24,0,0.1944,0
2026-06-12 18:00:00,TX-ALPHA-01,59.26,53.02,62.95,2.536,18.02,0.82,0,0.0899,0
2026-06-12 19:00:00,TX-ALPHA-01,64.42,48.91,59.14,2.406,18.75,0.36,0,0.0573,0
2026-06-12 20:00:00,TX-ALPHA-01,59.01,47.67,57.09,2.028,10.96,0.88,0,0.1743,0
2026-06-12 21:00:00,TX-ALPHA-01,67.78,45.6,55.7,2.444,16.65,1.12,0,0.2196,0
2026-06-12 22:00:00,TX-ALPHA-01,65.33,37.48,48.18,2.363,16.13,0.28,0,0.1373,0
2026-06-12 23:00:00,TX-ALPHA-01,82.86,46.44,61.22,3.221,48.35,0.46,0,0.3239,0
2026-06-13 00:00:00,TX-ALPHA-01,80.2,43.16,59.02,2.537,16.1,0.64,0,0.0735,0
2026-06-13 01:00:00,TX-ALPHA-01,79.45,40.67,53.59,2.851,21.0,0.32,0,0.2576,0
2026-06-13 02:00:00,TX-ALPHA-01,69.05,34.6,48.19,2.815,12.64,0.85,0,0.1385,0
2026-06-13 03:00:00,TX-ALPHA-01,65.0,39.52,51.15,2.536,24.13,0.31,0,0.0724,0
2026-06-13 04:00:00,TX-ALPHA-01,71.3,39.82,52.43,2.223,11.44,0.84,0,0.147,0
2026-06-13 05:00:00,TX-ALPHA-01,56.87,40.9,51.32,2.136,46.63,0.36,0,0.1029,0
2026-06-13 06:00:00,TX-ALPHA-01,50.74,36.87,44.33,1.855,13.61,0.61,0,0.3661,0
2026-06-13 07:00:00,TX-ALPHA-01,61.4,43.6,54.1,2.345,96.89,0.47,0,0.1383,0
2026-06-13 08:00:00,TX-ALPHA-01,60.34,48.38,59.91,2.128,31.41,0.62,0,0.1532,0
2026-06-13 09:00:00,TX-ALPHA-01,68.25,51.36,63.13,2.512,12.1,1.25,0,0.042,0
2026-06-13 10:00:00,TX-ALPHA-01,73.94,52.83,64.77,2.404,13.32,2.12,0,0.1419,0
2026-06-13 11:00:00,TX-ALPHA-01,73.7,53.53,67.94,2.409,41.25,1.77,0,0.0512,0
2026-06-13 12:00:00,TX-ALPHA-01,76.7,56.36,70.82,3.023,11.92,1.5,0,0.1344,0
2026-06-13 13:00:00,TX-ALPHA-01,79.69,60.5,76.1,2.49,30.32,0.43,0,0.1497,0
2026-06-13 14:00:00,TX-ALPHA-01,73.15,58.21,71.64,2.763,13.15,0.77,0,0.107,0
2026-06-13 15:00:00,TX-ALPHA-01,69.01,58.38,69.47,2.724,41.71,0.3,0,0.1131,0
2026-06-13 16:00:00,TX-ALPHA-01,67.06,56.39,67.39,2.678,12.25,0.83,0,0.109,0
2026-06-13 17:00:00,TX-ALPHA-01,51.66,52.1,58.56,2.135,70.89,0.26,1,0.3911,0
2026-06-13 18:00:00,TX-ALPHA-01,47.85,48.04,53.56,1.598,14.45,0.78,1,0.3996,0
2026-06-13 19:00:00,TX-ALPHA-01,56.76,49.35,58.66,2.358,12.76,0.26,0,0.0311,0
2026-06-13 20:00:00,TX-ALPHA-01,60.52,39.66,48.86,2.355,10.54,0.41,0,0.2945,0
2026-06-13 21:00:00,TX-ALPHA-01,65.68,46.75,60.04,2.388,40.15,1.4,0,0.1311,0
2026-06-13 22:00:00,TX-ALPHA-01,73.71,44.37,56.81,2.787,10.11,0.41,0,0.0803,0
2026-06-13 23:00:00,TX-ALPHA-01,75.17,43.77,59.53,2.493,45.36,0.52,0,0.0863,0
2026-06-14 00:00:00,TX-ALPHA-01,78.69,41.52,56.74,2.439,11.98,2.12,0,0.1137,0
2026-06-14 01:00:00,TX-ALPHA-01,78.67,40.65,54.9,2.438,15.12,0.6,0,0.0867,0
2026-06-14 02:00:00,TX-ALPHA-01,75.8,40.04,53.08,2.649,21.88,0.58,0,0.0788,0
2026-06-14 03:00:00,TX-ALPHA-01,69.15,36.27,49.7,2.332,16.29,0.37,0,0.086,0
2026-06-14 04:00:00,TX-ALPHA-01,63.17,34.87,44.38,2.258,23.61,0.59,0,0.1855,0
2026-06-14 05:00:00,TX-ALPHA-01,52.57,39.61,46.93,2.253,19.5,0.36,0,0.1734,0
2026-06-14 06:00:00,TX-ALPHA-01,50.57,42.05,48.67,2.071,12.39,0.28,0,0.2294,0
2026-06-14 07:00:00,TX-ALPHA-01,56.49,42.19,51.96,2.241,22.11,0.37,0,0.0459,0
2026-06-14 08:00:00,TX-ALPHA-01,55.34,50.79,58.74,2.157,30.43,0.64,0,0.174,0
2026-06-14 09:00:00,TX-ALPHA-01,55.9,49.49,57.57,2.42,18.53,0.56,0,0.0828,0
2026-06-14 10:00:00,TX-ALPHA-01,76.59,56.72,72.66,2.39,18.98,0.55,0,0.0617,0
2026-06-14 11:00:00,TX-ALPHA-01,84.81,63.85,79.76,2.209,44.24,1.18,0,0.3035,0
2026-06-14 12:00:00,TX-ALPHA-01,78.65,59.77,75.33,2.921,29.71,3.16,0,0.2532,0
2026-06-14 13:00:00,TX-ALPHA-01,79.11,62.61,78.8,2.607,16.23,0.27,0,0.1651,0
2026-06-14 14:00:00,TX-ALPHA-01,68.63,57.21,68.6,2.313,10.64,0.86,0,0.0461,0
2026-06-14 15:00:00,TX-ALPHA-01,67.16,56.69,67.88,2.268,21.4,0.93,0,0.0534,0
2026-06-14 16:00:00,TX-ALPHA-01,61.6,54.79,65.43,2.099,24.65,0.74,0,0.0607,0
2026-06-14 17:00:00,TX-ALPHA-01,57.04,51.64,59.78,2.613,14.86,0.54,0,0.0786,0
2026-06-14 18:00:00,TX-ALPHA-01,55.11,49.71,57.27,2.186,63.88,0.96,0,0.2069,0
2026-06-14 19:00:00,TX-ALPHA-01,56.17,48.83,57.64,2.076,11.9,0.24,0,0.1128,0
2026-06-14 20:00:00,TX-ALPHA-01,58.93,48.12,59.67,1.976,22.69,0.5,0,0.0447,0
2026-06-14 21:00:00,TX-ALPHA-01,66.19,44.76,55.33,2.821,19.87,0.46,0,0.052,0
2026-06-14 22:00:00,TX-ALPHA-01,125.66,43.17,84.74,2.395,22.29,0.28,1,0.8735,1
2026-06-14 23:00:00,TX-ALPHA-01,77.04,45.6,60.14,2.341,13.2,0.45,0,0.0449,0
2026-06-15 00:00:00,TX-ALPHA-01,78.86,45.63,59.34,2.512,27.85,4.52,0,0.2472,0
2026-06-15 01:00:00,TX-ALPHA-01,77.56,46.07,61.63,2.485,17.74,0.98,0,0.0538,0
2026-06-15 02:00:00,TX-ALPHA-01,68.45,34.99,45.65,8.13,24.81,5.0,1,0.5941,1
2026-06-15 03:00:00,TX-ALPHA-01,64.38,33.69,44.21,2.63,40.55,2.56,0,0.2804,0
2026-06-15 04:00:00,TX-ALPHA-01,66.92,37.68,49.03,2.341,19.65,0.55,0,0.0929,0
2026-06-15 05:00:00,TX-ALPHA-01,57.51,44.49,52.77,2.566,20.54,1.14,0,0.1043,0
2026-06-15 06:00:00,TX-ALPHA-01,54.83,47.43,58.12,2.261,39.97,0.72,0,0.125,0
2026-06-15 07:00:00,TX-ALPHA-01,57.65,48.45,59.5,2.194,13.42,0.85,0,0.0729,0
2026-06-15 08:00:00,TX-ALPHA-01,61.7,40.45,50.15,2.166,32.72,0.41,0,0.1312,0
2026-06-15 09:00:00,TX-ALPHA-01,69.47,70.92,91.41,2.349,14.97,0.23,1,0.4903,1
2026-06-15 10:00:00,TX-ALPHA-01,68.65,48.66,60.88,2.257,22.6,3.66,0,0.1505,0
2026-06-15 11:00:00,TX-ALPHA-01,78.68,57.38,71.97,2.719,19.59,2.63,0,0.1266,0
2026-06-15 12:00:00,TX-ALPHA-01,81.35,64.51,82.05,2.617,17.49,0.54,0,0.1953,0
2026-06-15 13:00:00,TX-ALPHA-01,80.07,61.03,77.44,2.807,13.6,2.7,0,0.3056,0
2026-06-15 14:00:00,TX-ALPHA-01,72.56,58.4,71.8,2.575,10.21,0.22,0,0.1053,0
2026-06-15 15:00:00,TX-ALPHA-01,59.1,59.19,67.79,2.419,12.32,0.36,0,0.129,0
2026-06-15 16:00:00,TX-ALPHA-01,59.42,55.12,64.84,2.385,17.38,0.44,0,0.0869,0
2026-06-15 17:00:00,TX-ALPHA-01,52.79,53.73,62.32,2.085,12.63,0.45,0,0.1521,0
2026-06-15 18:00:00,TX-ALPHA-01,52.59,53.29,62.31,2.265,17.79,1.72,0,0.1233,0
2026-06-15 19:00:00,TX-ALPHA-01,55.68,51.38,60.34,2.168,26.96,0.26,0,0.1318,0
2026-06-15 20:00:00,TX-ALPHA-01,59.84,48.21,56.68,2.283,40.17,0.63,0,0.069,0
2026-06-15 21:00:00,TX-ALPHA-01,72.94,44.41,57.04,2.381,25.14,1.4,0,0.1252,0
2026-06-15 22:00:00,TX-ALPHA-01,78.08,44.33,60.86,2.245,10.03,0.78,0,0.1429,0
2026-06-15 23:00:00,TX-ALPHA-01,79.88,46.1,60.9,2.668,18.86,0.48,0,0.064,0
2026-06-16 00:00:00,TX-ALPHA-01,74.01,44.58,58.08,2.419,31.71,1.52,0,0.0414,0
2026-06-16 01:00:00,TX-ALPHA-01,78.29,37.73,55.6,2.316,26.49,2.13,0,0.1921,0
2026-06-16 02:00:00,TX-ALPHA-01,78.97,40.03,56.19,2.539,62.35,0.77,0,0.1546,0
2026-06-16 03:00:00,TX-ALPHA-01,68.47,38.66,48.85,2.222,10.33,1.11,0,0.1143,0
2026-06-16 04:00:00,TX-ALPHA-01,62.31,33.84,45.3,2.39,39.31,1.43,0,0.1892,0
2026-06-16 05:00:00,TX-ALPHA-01,56.04,41.89,49.47,2.429,10.88,1.08,0,0.1138,0
2026-06-16 06:00:00,TX-ALPHA-01,52.13,43.42,50.05,2.182,51.63,0.67,0,0.2249,0
2026-06-16 07:00:00,TX-ALPHA-01,51.27,46.57,55.82,2.279,30.98,1.83,0,0.2586,0
2026-06-16 08:00:00,TX-ALPHA-01,63.51,43.92,54.43,2.441,14.52,1.21,0,0.0318,0
2026-06-16 09:00:00,TX-ALPHA-01,71.42,51.22,64.0,2.322,16.31,0.94,0,0.0426,0
2026-06-16 10:00:00,TX-ALPHA-01,71.54,53.23,65.54,2.474,56.17,1.44,0,0.0664,0
2026-06-16 11:00:00,TX-ALPHA-01,78.86,56.77,70.9,2.788,43.82,0.55,0,0.0944,0
2026-06-16 12:00:00,TX-ALPHA-01,78.83,58.73,75.58,2.714,13.17,0.71,0,0.0824,0
2026-06-16 13:00:00,TX-ALPHA-01,70.97,57.0,71.32,2.409,37.49,0.27,0,0.1859,0
2026-06-16 14:00:00,TX-ALPHA-01,70.16,52.83,65.0,2.245,16.27,0.21,0,0.1117,0
2026-06-16 15:00:00,TX-ALPHA-01,66.1,54.06,65.12,2.652,20.08,0.27,0,0.0673,0
2026-06-16 16:00:00,TX-ALPHA-01,60.93,53.65,62.21,2.079,33.51,0.48,0,0.1208,0
2026-06-16 17:00:00,TX-ALPHA-01,57.31,55.48,65.07,2.489,76.97,0.25,0,0.2136,0
2026-06-16 18:00:00,TX-ALPHA-01,52.33,49.97,58.2,1.613,28.51,0.32,0,0.3032,0
2026-06-16 19:00:00,TX-ALPHA-01,53.03,47.19,54.38,2.149,24.17,0.56,0,0.1861,0
2026-06-16 20:00:00,TX-ALPHA-01,132.47,45.43,81.39,2.397,46.16,0.99,1,0.9295,1
2026-06-16 21:00:00,TX-ALPHA-01,64.14,42.15,52.95,2.293,19.12,0.21,0,0.0496,0
2026-06-16 22:00:00,TX-ALPHA-01,72.1,45.86,59.46,2.235,36.57,0.44,0,0.0309,0
2026-06-16 23:00:00,TX-ALPHA-01,66.67,33.68,45.92,2.426,34.2,1.21,0,0.1595,0
2026-06-17 00:00:00,TX-ALPHA-01,74.5,40.26,56.12,2.652,21.74,0.58,0,0.0624,0
2026-06-17 01:00:00,TX-ALPHA-01,77.19,42.4,56.2,2.923,20.92,3.54,0,0.1887,0
2026-06-17 02:00:00,TX-ALPHA-01,74.56,44.33,60.03,2.855,43.45,0.52,0,0.116,0
2026-06-17 03:00:00,TX-ALPHA-01,64.7,35.61,45.06,2.268,10.3,2.9,0,0.2318,0
2026-06-17 04:00:00,TX-ALPHA-01,62.33,35.04,43.81,2.514,16.9,1.53,0,0.1511,0
2026-06-17 05:00:00,TX-ALPHA-01,54.74,41.98,50.73,2.257,15.12,0.24,0,0.1445,0
2026-06-17 06:00:00,TX-ALPHA-01,58.91,46.37,53.71,2.683,20.37,1.12,0,0.0971,0
2026-06-17 07:00:00,TX-ALPHA-01,56.48,49.67,58.65,2.223,24.79,1.5,0,0.0777,0
2026-06-17 08:00:00,TX-ALPHA-01,61.76,42.94,52.89,2.146,38.79,0.28,0,0.0691,0
2026-06-17 09:00:00,TX-ALPHA-01,68.68,49.74,60.45,2.57,28.76,0.31,0,0.0801,0
2026-06-17 10:00:00,TX-ALPHA-01,69.63,52.29,65.91,2.459,51.27,2.6,0,0.1007,0
2026-06-17 11:00:00,TX-ALPHA-01,83.14,60.65,75.23,2.501,20.16,0.42,0,0.1178,0
2026-06-17 12:00:00,TX-ALPHA-01,78.76,63.42,79.29,2.59,21.78,0.55,0,0.1801,0
2026-06-17 13:00:00,TX-ALPHA-01,75.49,58.72,74.09,2.475,16.2,0.38,0,0.0414,0
2026-06-17 14:00:00,TX-ALPHA-01,75.41,61.03,74.92,2.292,11.28,2.5,0,0.149,0
2026-06-17 15:00:00,TX-ALPHA-01,70.69,55.59,68.73,2.596,20.69,0.33,0,0.0559,0
2026-06-01 00:00:00,TX-BETA-02,80.3,46.52,61.21,2.54,11.72,1.42,0,0.1684,0
2026-06-01 01:00:00,TX-BETA-02,77.38,47.16,62.37,2.676,37.13,0.49,0,0.0957,0
2026-06-01 02:00:00,TX-BETA-02,67.01,37.97,53.67,2.678,22.37,0.38,0,0.0839,0
2026-06-01 03:00:00,TX-BETA-02,66.55,37.95,50.89,2.238,25.44,2.42,0,0.1075,0
2026-06-01 04:00:00,TX-BETA-02,59.35,44.14,53.72,2.025,17.72,0.75,0,0.1257,0
2026-06-01 05:00:00,TX-BETA-02,54.03,40.68,50.01,2.084,28.43,0.57,0,0.1221,0
2026-06-01 06:00:00,TX-BETA-02,60.3,40.25,51.98,2.21,25.5,1.81,0,0.054,0
2026-06-01 07:00:00,TX-BETA-02,53.08,46.09,55.44,2.332,11.35,0.35,0,0.1044,0
2026-06-01 08:00:00,TX-BETA-02,52.48,49.85,58.4,2.391,69.79,0.49,0,0.2331,0
2026-06-01 09:00:00,TX-BETA-02,72.3,56.06,70.81,2.41,22.41,1.2,0,0.0675,0
2026-06-01 10:00:00,TX-BETA-02,77.99,57.44,73.42,2.666,40.39,0.54,0,0.1165,0
2026-06-01 11:00:00,TX-BETA-02,75.57,63.31,76.54,2.37,16.87,1.52,0,0.1058,0
2026-06-01 12:00:00,TX-BETA-02,83.55,66.62,84.37,2.718,24.44,0.83,0,0.3053,0
2026-06-01 13:00:00,TX-BETA-02,68.71,58.36,70.8,2.541,13.16,0.47,0,0.025,0
2026-06-01 14:00:00,TX-BETA-02,75.7,65.46,80.82,2.515,10.57,2.23,0,0.2241,0
2026-06-01 15:00:00,TX-BETA-02,67.25,59.1,69.33,2.075,23.09,0.34,0,0.1018,0
2026-06-01 16:00:00,TX-BETA-02,66.27,59.25,73.83,2.255,22.22,0.46,0,0.0664,0
2026-06-01 17:00:00,TX-BETA-02,54.59,54.78,64.3,2.349,42.11,1.85,0,0.1831,0
2026-06-01 18:00:00,TX-BETA-02,50.51,49.66,57.39,2.319,13.33,0.59,0,0.1928,0
2026-06-01 19:00:00,TX-BETA-02,56.69,50.3,59.19,2.398,23.4,2.47,0,0.0998,0
2026-06-01 20:00:00,TX-BETA-02,67.16,47.71,61.34,2.874,62.02,0.25,0,0.1158,0
2026-06-01 21:00:00,TX-BETA-02,66.39,46.55,57.71,2.229,27.38,0.45,0,0.0521,0
2026-06-01 22:00:00,TX-BETA-02,74.02,46.47,61.68,2.573,20.92,0.8,0,0.063,0
2026-06-01 23:00:00,TX-BETA-02,76.99,46.62,63.14,2.896,15.33,0.4,0,0.0781,0
2026-06-02 00:00:00,TX-BETA-02,79.72,46.08,62.9,2.655,38.92,0.24,0,0.147,0
2026-06-02 01:00:00,TX-BETA-02,84.06,46.75,65.53,5.869,13.1,5.43,1,0.5864,1
2026-06-02 02:00:00,TX-BETA-02,75.89,44.38,59.92,2.511,24.65,0.85,0,0.154,0
2026-06-02 03:00:00,TX-BETA-02,134.1,36.54,77.23,2.295,10.39,0.85,1,0.9114,1
2026-06-02 04:00:00,TX-BETA-02,59.04,39.58,47.83,2.481,18.18,0.2,0,0.1356,0
2026-06-02 05:00:00,TX-BETA-02,54.89,39.16,47.97,2.231,251.56,22.8,1,0.7675,1
2026-06-02 06:00:00,TX-BETA-02,64.52,43.56,56.11,2.377,13.58,0.72,0,0.0267,0
2026-06-02 07:00:00,TX-BETA-02,57.65,50.89,61.78,2.586,18.24,0.49,0,0.1091,0
2026-06-02 08:00:00,TX-BETA-02,64.18,50.71,62.7,2.618,49.84,0.26,0,0.1175,0
2026-06-02 09:00:00,TX-BETA-02,61.48,49.27,60.26,2.128,14.58,0.37,0,0.0578,0
2026-06-02 10:00:00,TX-BETA-02,68.3,57.97,71.43,2.764,16.67,0.59,0,0.1114,0
2026-06-02 11:00:00,TX-BETA-02,76.46,63.93,80.04,3.057,41.13,0.44,0,0.2252,0
2026-06-02 12:00:00,TX-BETA-02,78.5,61.41,78.28,2.495,34.37,0.47,0,0.2021,0
2026-06-02 13:00:00,TX-BETA-02,83.75,65.22,82.61,2.874,14.21,0.53,1,0.374,0
2026-06-02 14:00:00,TX-BETA-02,72.44,59.73,75.44,2.577,10.26,1.76,0,0.1095,0
2026-06-02 15:00:00,TX-BETA-02,66.8,59.2,71.62,2.597,12.31,1.45,0,0.0632,0
2026-06-02 16:00:00,TX-BETA-02,62.62,54.49,64.61,2.392,59.41,0.36,0,0.1589,0
2026-06-02 17:00:00,TX-BETA-02,54.08,56.43,66.31,2.719,24.15,0.47,0,0.1725,0
2026-06-02 18:00:00,TX-BETA-02,52.8,53.42,63.55,1.724,23.7,0.61,0,0.1994,0
2026-06-02 19:00:00,TX-BETA-02,61.04,50.04,60.55,2.233,11.56,0.99,0,0.1034,0
2026-06-02 20:00:00,TX-BETA-02,63.35,48.59,59.45,2.343,21.5,0.93,0,0.0838,0
2026-06-02 21:00:00,TX-BETA-02,70.58,46.33,58.48,2.27,51.04,0.6,0,0.0473,0
2026-06-02 22:00:00,TX-BETA-02,67.18,47.25,60.87,2.314,15.56,0.61,0,0.0594,0
2026-06-02 23:00:00,TX-BETA-02,74.61,47.44,61.16,2.422,40.93,0.41,0,0.0944,0
2026-06-03 00:00:00,TX-BETA-02,75.63,42.28,56.36,2.323,15.03,0.36,0,0.0625,0
2026-06-03 01:00:00,TX-BETA-02,75.14,46.45,62.87,2.535,31.15,0.29,0,0.1052,0
2026-06-03 02:00:00,TX-BETA-02,84.82,46.46,64.19,2.977,14.8,0.58,1,0.38,0
2026-06-03 03:00:00,TX-BETA-02,73.59,41.03,56.0,2.576,12.83,1.88,0,0.1148,0
2026-06-03 04:00:00,TX-BETA-02,58.07,43.27,52.69,2.23,22.64,1.33,0,0.1115,0
2026-06-03 05:00:00,TX-BETA-02,56.72,43.67,54.34,2.205,25.38,0.48,0,0.0515,0
2026-06-03 06:00:00,TX-BETA-02,52.16,43.51,52.95,2.219,15.19,0.58,0,0.1621,0
2026-06-03 07:00:00,TX-BETA-02,64.92,42.33,53.82,2.604,38.93,0.54,0,0.0442,0
2026-06-03 08:00:00,TX-BETA-02,64.76,48.48,59.36,2.689,16.9,0.59,0,0.1102,0
2026-06-03 09:00:00,TX-BETA-02,64.79,49.42,62.19,2.281,28.08,0.26,0,0.018,0
2026-06-03 10:00:00,TX-BETA-02,76.87,58.91,74.8,3.105,10.27,0.27,0,0.2352,0
2026-06-03 11:00:00,TX-BETA-02,79.6,58.77,75.13,2.285,42.82,0.85,0,0.1574,0
2026-06-03 12:00:00,TX-BETA-02,76.22,63.5,79.06,2.733,10.2,3.09,0,0.2846,0
2026-06-03 13:00:00,TX-BETA-02,82.42,70.04,87.62,2.724,31.16,0.24,1,0.3742,0
2026-06-03 14:00:00,TX-BETA-02,77.71,67.73,83.49,2.563,27.49,1.44,0,0.2298,0
2026-06-03 15:00:00,TX-BETA-02,65.97,58.55,69.57,2.371,30.94,0.85,0,0.1363,0
2026-06-03 16:00:00,TX-BETA-02,64.22,57.3,70.55,2.642,43.27,0.26,0,0.0995,0
2026-06-03 17:00:00,TX-BETA-02,52.89,54.17,61.9,2.353,30.04,1.8,0,0.1428,0
2026-06-03 18:00:00,TX-BETA-02,60.59,52.17,62.4,2.503,34.73,0.29,0,0.0458,0
2026-06-03 19:00:00,TX-BETA-02,52.8,44.93,52.25,2.127,12.35,2.17,0,0.1837,0
2026-06-03 20:00:00,TX-BETA-02,63.63,45.76,58.28,2.164,25.16,0.27,0,0.0558,0
2026-06-03 21:00:00,TX-BETA-02,65.77,42.96,55.66,2.393,18.66,2.95,0,0.0725,0
2026-06-03 22:00:00,TX-BETA-02,79.69,52.22,67.91,2.562,27.86,1.32,0,0.1035,0
2026-06-03 23:00:00,TX-BETA-02,77.1,45.76,60.3,2.615,15.84,1.63,0,0.0622,0
2026-06-04 00:00:00,TX-BETA-02,77.51,42.23,57.88,2.629,10.75,0.67,0,0.1046,0
2026-06-04 01:00:00,TX-BETA-02,85.88,41.63,60.48,2.87,16.26,0.83,0,0.3522,0
2026-06-04 02:00:00,TX-BETA-02,74.54,44.96,61.42,2.321,11.12,1.2,0,0.1252,0
2026-06-04 03:00:00,TX-BETA-02,62.85,37.43,48.47,2.18,40.33,0.95,0,0.1217,0
2026-06-04 04:00:00,TX-BETA-02,64.3,38.24,48.72,2.403,10.87,4.14,0,0.1995,0
2026-06-04 05:00:00,TX-BETA-02,52.04,40.16,48.88,1.952,26.88,0.85,0,0.1506,0
2026-06-04 06:00:00,TX-BETA-02,52.88,44.34,53.84,1.897,17.42,1.25,0,0.1672,0
2026-06-04 07:00:00,TX-BETA-02,56.82,43.53,52.18,2.044,12.68,0.43,0,0.0648,0
2026-06-04 08:00:00,TX-BETA-02,61.29,49.09,61.33,2.125,11.25,0.91,0,0.0389,0
2026-06-04 09:00:00,TX-BETA-02,68.38,50.01,65.71,2.459,20.8,0.52,0,0.044,0
2026-06-04 10:00:00,TX-BETA-02,70.17,53.67,66.33,2.341,11.85,0.67,0,0.0809,0
2026-06-04 11:00:00,TX-BETA-02,73.71,60.46,74.89,2.269,35.52,0.79,0,0.1433,0
2026-06-04 12:00:00,TX-BETA-02,86.0,61.25,79.64,2.842,43.47,1.1,0,0.3206,0
2026-06-04 13:00:00,TX-BETA-02,79.11,65.7,82.26,2.645,36.85,0.48,0,0.2068,0
2026-06-04 14:00:00,TX-BETA-02,72.47,59.89,74.23,2.494,11.27,0.43,0,0.0849,0
2026-06-04 15:00:00,TX-BETA-02,69.6,62.46,76.04,1.939,63.38,1.46,0,0.257,0
2026-06-04 16:00:00,TX-BETA-02,59.94,58.33,66.78,2.248,21.95,1.43,0,0.1727,0
