timestamp,transformer_id,load_percentage,winding_temperature_c,oil_temperature_c,predicted_stress_index,anomaly_intensity,dga_severity_index,composite_risk_score,risk_tier,recommended_action
2026-06-13 11:00:00,TX-ALPHA-01,73.7,67.94,53.53,23.38,5.12,13.11,14.42,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 12:00:00,TX-ALPHA-01,76.7,70.82,56.36,35.2,13.44,8.57,20.93,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 13:00:00,TX-ALPHA-01,79.69,76.1,60.5,33.7,14.97,8.82,20.92,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 14:00:00,TX-ALPHA-01,73.15,71.64,58.21,27.07,10.7,8.09,16.6,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 15:00:00,TX-ALPHA-01,69.01,69.47,58.38,22.3,11.31,10.13,15.41,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 16:00:00,TX-ALPHA-01,67.06,67.39,56.39,19.81,10.9,5.65,13.15,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 17:00:00,TX-ALPHA-01,51.66,58.56,52.1,1.77,39.11,11.64,17.31,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 18:00:00,TX-ALPHA-01,47.85,53.56,48.04,0.0,39.96,8.53,16.12,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 19:00:00,TX-ALPHA-01,56.76,58.66,49.35,6.13,3.11,4.05,4.55,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 20:00:00,TX-ALPHA-01,60.52,48.86,39.66,8.54,29.45,14.36,17.31,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 21:00:00,TX-ALPHA-01,65.68,60.04,46.75,12.13,13.11,11.04,12.2,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 22:00:00,TX-ALPHA-01,73.71,56.81,44.37,18.98,8.03,5.0,11.65,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-13 23:00:00,TX-ALPHA-01,75.17,59.53,43.77,17.26,8.63,10.09,12.45,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 00:00:00,TX-ALPHA-01,78.69,56.74,41.52,19.27,11.37,10.04,14.2,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 01:00:00,TX-ALPHA-01,78.67,54.9,40.65,19.26,8.67,6.17,12.28,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 02:00:00,TX-ALPHA-01,75.8,53.08,40.04,18.56,7.88,6.18,11.73,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 03:00:00,TX-ALPHA-01,69.15,49.7,36.27,12.98,8.6,6.58,9.85,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 04:00:00,TX-ALPHA-01,63.17,44.38,34.87,9.56,18.55,9.62,12.72,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 05:00:00,TX-ALPHA-01,52.57,46.93,39.61,2.95,17.34,8.2,9.3,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 06:00:00,TX-ALPHA-01,50.57,48.67,42.05,0.72,22.94,4.52,9.45,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 07:00:00,TX-ALPHA-01,56.49,51.96,42.19,5.5,4.59,6.86,5.52,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 08:00:00,TX-ALPHA-01,55.34,58.74,50.79,3.58,17.4,12.3,10.6,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 09:00:00,TX-ALPHA-01,55.9,57.57,49.49,6.09,8.28,9.29,7.65,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 10:00:00,TX-ALPHA-01,76.59,72.66,56.72,28.57,6.17,8.3,15.66,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 11:00:00,TX-ALPHA-01,84.81,79.76,63.85,37.8,30.35,12.28,28.81,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 12:00:00,TX-ALPHA-01,78.65,75.33,59.77,33.67,25.32,18.52,26.96,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 13:00:00,TX-ALPHA-01,79.11,78.8,62.61,36.15,16.51,8.34,22.32,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 14:00:00,TX-ALPHA-01,68.63,68.6,57.21,19.07,4.61,6.31,10.82,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 15:00:00,TX-ALPHA-01,67.16,67.88,56.69,18.29,5.34,8.77,11.38,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 16:00:00,TX-ALPHA-01,61.6,65.43,54.79,12.2,6.07,8.73,9.19,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 17:00:00,TX-ALPHA-01,57.04,59.78,51.64,7.92,7.86,6.62,7.57,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 18:00:00,TX-ALPHA-01,55.11,57.27,49.71,4.53,20.69,13.98,12.55,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 19:00:00,TX-ALPHA-01,56.17,57.64,48.83,4.27,11.28,3.7,6.58,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 20:00:00,TX-ALPHA-01,58.93,59.67,48.12,5.62,4.47,6.64,5.47,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 21:00:00,TX-ALPHA-01,66.19,55.33,44.76,14.14,5.2,8.19,9.52,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-14 22:00:00,TX-ALPHA-01,125.66,84.74,43.17,54.15,87.35,6.5,53.86,MEDIUM,ADVISORY: Increase SCADA polling frequency to 5 minutes; monitor hot-spot temperature delta.
2026-06-14 23:00:00,TX-ALPHA-01,77.04,60.14,45.6,18.2,4.49,7.02,10.61,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 00:00:00,TX-ALPHA-01,78.86,59.34,45.63,19.71,24.72,25.65,22.95,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 01:00:00,TX-ALPHA-01,77.56,61.63,46.07,19.47,5.38,8.83,11.88,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 02:00:00,TX-ALPHA-01,68.45,45.65,34.99,33.69,59.41,26.25,40.83,MEDIUM,ADVISORY: Increase SCADA polling frequency to 5 minutes; monitor hot-spot temperature delta.
2026-06-15 03:00:00,TX-ALPHA-01,64.38,44.21,33.69,12.51,28.04,15.33,18.65,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 04:00:00,TX-ALPHA-01,66.92,49.03,37.68,11.96,9.29,5.99,9.53,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 05:00:00,TX-ALPHA-01,57.51,52.77,44.49,8.19,10.43,7.72,8.86,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 06:00:00,TX-ALPHA-01,54.83,58.12,47.43,4.36,12.5,9.95,8.61,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 07:00:00,TX-ALPHA-01,57.65,59.5,48.45,6.01,7.29,9.35,7.29,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 08:00:00,TX-ALPHA-01,61.7,50.15,40.45,7.19,13.12,8.07,9.49,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 09:00:00,TX-ALPHA-01,69.47,91.41,70.92,49.63,49.03,4.38,38.11,MEDIUM,ADVISORY: Increase SCADA polling frequency to 5 minutes; monitor hot-spot temperature delta.
2026-06-15 10:00:00,TX-ALPHA-01,68.65,60.88,48.66,13.1,15.05,19.5,15.38,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 11:00:00,TX-ALPHA-01,78.68,71.97,57.38,31.17,12.66,13.33,20.23,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 12:00:00,TX-ALPHA-01,81.35,82.05,64.51,40.0,19.53,5.92,24.32,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 13:00:00,TX-ALPHA-01,80.07,77.44,61.03,36.36,30.56,16.07,29.26,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 14:00:00,TX-ALPHA-01,72.56,71.8,58.4,25.58,10.53,7.86,15.88,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 15:00:00,TX-ALPHA-01,59.1,67.79,59.19,14.85,12.9,4.48,11.58,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 16:00:00,TX-ALPHA-01,59.42,64.84,55.12,12.45,8.69,5.25,9.33,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 17:00:00,TX-ALPHA-01,52.79,62.32,53.73,4.26,15.21,4.79,8.23,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 18:00:00,TX-ALPHA-01,52.59,62.31,53.29,5.07,12.33,9.3,8.67,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 19:00:00,TX-ALPHA-01,55.68,60.34,51.38,4.05,13.18,5.82,7.69,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 20:00:00,TX-ALPHA-01,59.84,56.68,48.21,7.4,6.9,12.56,8.52,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 21:00:00,TX-ALPHA-01,72.94,57.04,44.41,16.18,12.52,19.05,15.62,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 22:00:00,TX-ALPHA-01,78.08,60.86,44.33,18.19,14.29,5.79,13.73,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-15 23:00:00,TX-ALPHA-01,79.88,60.9,46.1,22.12,6.4,6.91,12.82,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 00:00:00,TX-ALPHA-01,74.01,58.08,44.58,16.55,4.14,10.98,10.82,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 01:00:00,TX-ALPHA-01,78.29,55.6,37.73,18.84,19.21,12.37,17.35,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 02:00:00,TX-ALPHA-01,78.97,56.19,40.03,20.04,15.46,12.9,16.65,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 03:00:00,TX-ALPHA-01,68.47,48.85,38.66,12.02,11.43,6.52,10.44,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 04:00:00,TX-ALPHA-01,62.31,45.3,33.84,9.69,18.92,12.26,13.56,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 05:00:00,TX-ALPHA-01,56.04,49.47,41.89,6.25,11.38,7.13,8.26,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 06:00:00,TX-ALPHA-01,52.13,50.05,43.42,2.22,22.49,10.89,11.48,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 07:00:00,TX-ALPHA-01,51.27,55.82,46.57,2.33,25.86,13.91,13.46,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 08:00:00,TX-ALPHA-01,63.51,54.43,43.92,11.35,3.18,10.83,8.36,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 09:00:00,TX-ALPHA-01,71.42,64.0,51.22,17.96,4.26,7.3,10.5,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 10:00:00,TX-ALPHA-01,71.54,65.54,53.23,19.83,6.64,13.63,13.66,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 11:00:00,TX-ALPHA-01,78.86,70.9,56.77,31.38,9.44,10.35,18.44,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 12:00:00,TX-ALPHA-01,78.83,75.58,58.73,34.11,8.24,6.82,18.23,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 13:00:00,TX-ALPHA-01,70.97,71.32,57.0,24.53,18.59,8.49,18.44,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 14:00:00,TX-ALPHA-01,70.16,65.0,52.83,19.65,11.17,4.47,12.89,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 15:00:00,TX-ALPHA-01,66.1,65.12,54.06,16.65,6.73,5.24,10.32,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 16:00:00,TX-ALPHA-01,60.93,62.21,53.65,8.4,12.08,9.4,9.94,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 17:00:00,TX-ALPHA-01,57.31,65.07,55.48,11.31,21.36,12.63,15.16,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 18:00:00,TX-ALPHA-01,52.33,58.2,49.97,1.37,30.32,10.7,13.83,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 19:00:00,TX-ALPHA-01,53.03,54.38,47.19,2.48,18.61,14.46,11.12,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 20:00:00,TX-ALPHA-01,132.47,81.39,45.43,47.36,92.95,10.74,54.16,MEDIUM,ADVISORY: Increase SCADA polling frequency to 5 minutes; monitor hot-spot temperature delta.
2026-06-16 21:00:00,TX-ALPHA-01,64.14,52.95,42.15,10.44,4.96,5.88,7.38,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 22:00:00,TX-ALPHA-01,72.1,59.46,45.86,13.74,3.09,8.45,8.69,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-16 23:00:00,TX-ALPHA-01,66.67,45.92,33.68,12.31,15.95,10.84,13.21,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 00:00:00,TX-ALPHA-01,74.5,56.12,40.26,18.56,6.24,6.26,11.17,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 01:00:00,TX-ALPHA-01,77.19,56.2,42.4,21.25,18.87,15.92,19.09,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 02:00:00,TX-ALPHA-01,74.56,60.03,44.33,19.39,11.6,8.66,13.98,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 03:00:00,TX-ALPHA-01,64.7,45.06,35.61,11.11,23.18,16.52,16.69,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 04:00:00,TX-ALPHA-01,62.33,43.81,35.04,9.69,15.11,11.48,12.04,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 05:00:00,TX-ALPHA-01,54.74,50.73,41.98,4.51,14.45,10.11,9.39,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 06:00:00,TX-ALPHA-01,58.91,53.71,46.37,8.96,9.71,7.76,8.92,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 07:00:00,TX-ALPHA-01,56.48,58.65,49.67,5.02,7.77,10.02,7.23,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 08:00:00,TX-ALPHA-01,61.76,52.89,42.94,7.4,6.91,10.99,8.13,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 09:00:00,TX-ALPHA-01,68.68,60.45,49.74,15.79,8.01,10.1,11.64,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 10:00:00,TX-ALPHA-01,69.63,65.91,52.29,19.49,10.07,17.85,15.78,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 11:00:00,TX-ALPHA-01,83.14,75.23,60.65,34.62,11.78,6.96,19.71,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 12:00:00,TX-ALPHA-01,78.76,79.29,63.42,31.75,18.01,7.49,20.88,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 13:00:00,TX-ALPHA-01,75.49,74.09,58.72,29.65,4.14,6.28,14.88,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 14:00:00,TX-ALPHA-01,75.41,74.92,61.03,29.12,14.9,11.51,19.74,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-17 15:00:00,TX-ALPHA-01,70.69,68.73,55.59,22.39,5.59,5.73,12.35,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 00:00:00,TX-BETA-02,80.3,61.21,46.52,21.51,16.84,11.7,17.43,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 01:00:00,TX-BETA-02,77.38,62.37,47.16,21.68,9.57,7.94,14.01,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 02:00:00,TX-BETA-02,67.01,53.67,37.97,13.87,8.39,5.77,9.93,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 03:00:00,TX-BETA-02,66.55,50.89,37.95,11.52,10.75,15.63,12.28,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 04:00:00,TX-BETA-02,59.35,53.72,44.14,5.93,12.57,6.15,8.31,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 05:00:00,TX-BETA-02,54.03,50.01,40.68,2.71,12.21,7.21,7.16,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 06:00:00,TX-BETA-02,60.3,51.98,40.25,7.23,5.4,12.66,7.95,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 07:00:00,TX-BETA-02,53.08,55.44,46.09,3.53,10.44,5.17,6.36,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 08:00:00,TX-BETA-02,52.48,58.4,49.85,4.03,23.31,11.9,12.74,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 09:00:00,TX-BETA-02,72.3,70.81,56.06,24.78,6.75,11.01,15.03,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 10:00:00,TX-BETA-02,77.99,73.42,57.44,31.64,11.65,12.44,19.85,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 11:00:00,TX-BETA-02,75.57,76.54,63.31,30.8,10.58,10.0,18.52,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 12:00:00,TX-BETA-02,83.55,84.37,66.62,44.97,30.53,8.58,30.82,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 13:00:00,TX-BETA-02,68.71,70.8,58.36,23.3,2.5,5.78,11.64,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 14:00:00,TX-BETA-02,75.7,80.82,65.46,35.2,22.41,11.77,24.87,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 15:00:00,TX-BETA-02,67.25,69.33,59.1,17.69,10.18,6.24,12.2,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 16:00:00,TX-BETA-02,66.27,73.83,59.25,26.15,6.64,8.36,14.87,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 17:00:00,TX-BETA-02,54.59,64.3,54.78,8.02,18.31,13.22,12.92,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 18:00:00,TX-BETA-02,50.51,57.39,49.66,2.04,19.28,6.07,9.08,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 19:00:00,TX-BETA-02,56.69,59.19,50.3,6.2,9.98,15.05,9.74,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 20:00:00,TX-BETA-02,67.16,61.34,47.71,16.0,11.58,11.24,13.26,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 21:00:00,TX-BETA-02,66.39,57.71,46.55,10.69,5.21,12.2,9.15,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 22:00:00,TX-BETA-02,74.02,61.68,46.47,19.69,6.3,6.86,11.79,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-01 23:00:00,TX-BETA-02,76.99,63.14,46.62,24.05,7.81,5.64,13.76,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 00:00:00,TX-BETA-02,79.72,62.9,46.08,23.58,14.7,9.3,16.9,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 01:00:00,TX-BETA-02,84.06,65.53,46.75,44.64,58.64,21.21,43.68,MEDIUM,ADVISORY: Increase SCADA polling frequency to 5 minutes; monitor hot-spot temperature delta.
2026-06-02 02:00:00,TX-BETA-02,75.89,59.92,44.38,18.37,15.4,14.3,16.31,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 03:00:00,TX-BETA-02,134.1,77.23,36.54,53.62,91.14,6.14,54.88,MEDIUM,ADVISORY: Increase SCADA polling frequency to 5 minutes; monitor hot-spot temperature delta.
2026-06-02 04:00:00,TX-BETA-02,59.04,47.83,39.58,8.0,13.56,5.92,9.43,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 05:00:00,TX-BETA-02,54.89,47.97,39.16,3.65,76.75,97.85,52.78,MEDIUM,ADVISORY: Increase SCADA polling frequency to 5 minutes; monitor hot-spot temperature delta.
2026-06-02 06:00:00,TX-BETA-02,64.52,56.11,43.56,11.92,2.67,6.9,7.43,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 07:00:00,TX-BETA-02,57.65,61.78,50.89,9.8,10.91,5.69,9.16,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 08:00:00,TX-BETA-02,64.18,62.7,50.71,13.61,11.75,14.34,13.14,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 09:00:00,TX-BETA-02,61.48,60.26,49.27,7.51,5.78,6.97,6.77,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 10:00:00,TX-BETA-02,68.3,71.43,57.97,25.45,11.14,8.69,16.25,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 11:00:00,TX-BETA-02,76.46,80.04,63.93,38.01,22.52,8.03,25.1,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 12:00:00,TX-BETA-02,78.5,78.28,61.41,34.54,20.21,8.27,22.96,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 13:00:00,TX-BETA-02,83.75,82.61,65.22,43.69,37.4,5.39,31.91,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 14:00:00,TX-BETA-02,72.44,75.44,59.73,28.64,10.95,10.08,17.81,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 15:00:00,TX-BETA-02,66.8,71.62,59.2,23.67,6.32,10.6,14.33,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 16:00:00,TX-BETA-02,62.62,64.61,54.49,13.55,15.89,10.35,13.57,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 17:00:00,TX-BETA-02,54.08,66.31,56.43,11.58,17.25,6.53,12.3,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 18:00:00,TX-BETA-02,52.8,63.55,53.42,4.67,19.94,6.97,10.59,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 19:00:00,TX-BETA-02,61.04,60.55,50.04,8.4,10.34,7.81,8.93,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 20:00:00,TX-BETA-02,63.35,59.45,48.59,9.7,8.38,12.61,9.97,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 21:00:00,TX-BETA-02,70.58,58.48,46.33,13.44,4.73,10.62,9.69,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 22:00:00,TX-BETA-02,67.18,60.87,47.25,12.68,5.94,6.73,8.83,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-02 23:00:00,TX-BETA-02,74.61,61.16,47.44,18.06,9.44,11.19,13.33,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-03 00:00:00,TX-BETA-02,75.63,56.36,42.28,17.09,6.25,5.71,10.45,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-03 01:00:00,TX-BETA-02,75.14,62.87,46.45,21.26,10.52,7.52,14.06,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-03 02:00:00,TX-BETA-02,84.82,64.19,46.46,29.62,38.0,8.35,27.23,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
2026-06-03 03:00:00,TX-BETA-02,73.59,56.0,41.03,19.91,11.48,13.01,15.23,LOW,NOMINAL: Operating within normal thermal & electrical limits. Routine maintenance cycle.
